,ISBN,bookAuthor,author_gender,birthplace
149902,141305800,Deborah Hautzig,male, United States    
149903,394953312,Deborah Hautzig,male, United States    
149904,394853318,Deborah Hautzig,male, United States    
149905,394861248,Deborah Hautzig,male, United States    
149906,448407361,Deborah Hautzig,male, United States    
149907,067986153X,Deborah Hautzig,male, United States    
149908,140430261,Laurence Sterne,male,Ireland    
149910,140430199,Laurence Sterne,male,Ireland    
149912,679405607,Laurence Sterne,male,Ireland    
149914,460016172,Laurence Sterne,male,Ireland    
149916,192816853,Laurence Sterne,male,Ireland    
149918,141439777,Laurence Sterne,male,Ireland    
149920,140437797,Laurence Sterne,male,Ireland    
149922,141312335,Walter R. Brooks,male, United States    
149923,142302066,Walter R. Brooks,male, United States    
149924,141312343,Walter R. Brooks,male, United States    
149925,044044165X,Walter R. Brooks,male, United States    
149926,879519428,Walter R. Brooks,male, United States    
149927,142300896,Walter R. Brooks,male, United States    
149928,142301620,Walter R. Brooks,male, United States    
149929,006447030X,Harold Keith,male, United States  
149930,690701810,Harold Keith,male, United States  
149931,694056138,Harold Keith,male, United States  
149932,373292015,Lyn Stone,female,  
149933,373292430,Lyn Stone,female,  
149934,373289588,Lyn Stone,female,  
149935,373272634,Lyn Stone,female,  
149936,441009743,Allen M. Steele,male, United States    
149937,044100850X,Allen M. Steele,male, United States    
149938,61057568,Allen M. Steele,male, United States    
149939,786253398,Allen M. Steele,male, United States    
149940,1576737535,Dee Henderson,male,  
149943,157673577X,Dee Henderson,male,  
149946,1576736423,Dee Henderson,male,  
149949,739426362,Dee Henderson,male,  
149952,739426451,Dee Henderson,male,  
149955,1576738469,Dee Henderson,male,  
149958,1576739279,Dee Henderson,male,  
149961,1576736083,Dee Henderson,male,  
149964,739433024,Dee Henderson,male,  
149967,006080971X,Fred Gipson,male, United States    
149971,006080002X,Fred Gipson,male, United States    
149975,64403823,Fred Gipson,male, United States    
149979,60739452,Fred Gipson,male, United States    
149987,806511915,Gerina Dunwich,female, United States    
149988,806519304,Gerina Dunwich,female, United States    
149989,806518693,Gerina Dunwich,female, United States    
149990,806518316,Gerina Dunwich,female, United States    
149991,1564146162,Gerina Dunwich,female, United States    
149992,806516852,Gerina Dunwich,female, United States    
149993,1564144941,Gerina Dunwich,female, United States    
149994,806517778,Gerina Dunwich,female, United States    
149995,806518308,Gerina Dunwich,female, United States    
149996,802130763,Samuel Beckett,male,Ireland    
150000,802130348,Samuel Beckett,male,Ireland    
150004,8426423248,Samuel Beckett,male,Ireland    
150008,1562010158,Samuel Beckett,male,Ireland    
150012,802150241,Samuel Beckett,male,Ireland    
150016,571058086,Samuel Beckett,male,Ireland    
150020,394177894,Samuel Beckett,male,Ireland    
150024,330256645,Samuel Beckett,male,Ireland    
150028,385411618,Samuel Beckett,male,Ireland    
150032,8483105438,Samuel Beckett,male,Ireland    
150036,802112013,Samuel Beckett,male,Ireland    
150040,394172043,Samuel Beckett,male,Ireland    
150044,270730669X,Samuel Beckett,male,Ireland    
150048,270731174X,Samuel Beckett,male,Ireland    
150052,2707302961,Samuel Beckett,male,Ireland    
150056,802150373,Samuel Beckett,male,Ireland    
150060,080215140X,Samuel Beckett,male,Ireland    
150064,2707300551,Samuel Beckett,male,Ireland    
150068,394172086,Samuel Beckett,male,Ireland    
150072,714541125,Samuel Beckett,male,Ireland    
150076,571144861,Samuel Beckett,male,Ireland    
150080,078601556X,Trisha Baker,male,  
150081,786014164,Trisha Baker,male,  
150082,786014172,Trisha Baker,male,  
150083,375804013,Jon Stone,male, United States    
150087,307987698,Jon Stone,male, United States    
150091,307105067,Jon Stone,male, United States    
150095,3492270409,Arne Dahl,male,  Sweden  
150096,3492270417,Arne Dahl,male,  Sweden  
150097,713632887,Thomas Dekker,male,   United Kingdom  
150098,393900622,Thomas Dekker,male,   United Kingdom  
150099,520215559,Oakley Hall,male, United States    
150100,1884910025,Oakley Hall,male, United States    
150101,142001333,Oakley Hall,male, United States    
150102,140288600,Oakley Hall,male, United States    
150103,312869126,Suzy McKee Charnas,female, United States  
150104,945953054,Suzy McKee Charnas,female, United States  
150105,671254154,Suzy McKee Charnas,female, United States  
150106,345256611,Suzy McKee Charnas,female, United States  
150107,312857179,Suzy McKee Charnas,female, United States  
150108,425094758,Suzy McKee Charnas,female, United States  
150109,152007563,Suzy McKee Charnas,female, United States  
150110,805208917,Thomas Malory,male,England    
150113,805237798,Thomas Malory,male,England    
150116,20225601,Thomas Malory,male,England    
150119,051747977X,Thomas Malory,male,England    
150122,1851706119,Thomas Malory,male,England    
150125,195019059,Thomas Malory,male,England    
150128,517020602,Thomas Malory,male,England    
150133,374525110,Seamus Heaney,male,Ireland    
150135,374522804,Seamus Heaney,male,Ireland    
150137,393320979,Seamus Heaney,male,Ireland    
150139,374146837,Seamus Heaney,male,Ireland    
150141,374528411,Seamus Heaney,male,Ireland    
150143,571144691,Seamus Heaney,male,Ireland    
150145,374267790,Seamus Heaney,male,Ireland    
150147,374521093,Seamus Heaney,male,Ireland    
150149,140296530,Judith Merkle Riley,female, United States    
150150,440501091,Judith Merkle Riley,female, United States    
150151,385300891,Judith Merkle Riley,female, United States    
150152,670884502,Judith Merkle Riley,female, United States    
150153,140258809,Judith Merkle Riley,female, United States    
150154,067086661X,Judith Merkle Riley,female, United States    
150155,670850543,Judith Merkle Riley,female, United States    
150156,440205204,Judith Merkle Riley,female, United States    
150157,354825103X,Judith Merkle Riley,female, United States    
150158,449910067,Judith Merkle Riley,female, United States    
150159,3404145054,Judith Merkle Riley,female, United States    
150160,8408023160,Judith Merkle Riley,female, United States    
150161,822953161,Kathleen George,female, United States    
150162,440236614,Kathleen George,female, United States    
150163,385335415,Kathleen George,female, United States    
150164,684844893,Garry Wills,male, United States    
150165,195088794,Garry Wills,male, United States    
150166,684871904,Garry Wills,male, United States    
150167,671867423,Garry Wills,male, United States    
150168,618134298,Garry Wills,male, United States    
150169,140055630,Garry Wills,male, United States    
150170,805069054,Garry Wills,male, United States    
150171,316943851,Garry Wills,male, United States    
150172,684808234,Garry Wills,male, United States    
150173,670886106,Garry Wills,male, United States    
150174,618380485,Garry Wills,male, United States    
150175,067165702X,Garry Wills,male, United States    
150176,385494114,Garry Wills,male, United States    
150177,385494106,Garry Wills,male, United States    
150178,792265319,Garry Wills,male, United States    
150179,385502907,Garry Wills,male, United States    
150180,451401476,Nancy A. Collins,female, United States  
150182,451402154,Nancy A. Collins,female, United States  
150184,451451511,Nancy A. Collins,female, United States  
150186,1565049004,Nancy A. Collins,female, United States  
150188,451455509,Nancy A. Collins,female, United States  
150190,451454723,Nancy A. Collins,female, United States  
150192,1565048458,Nancy A. Collins,female, United States  
150194,1565048490,Nancy A. Collins,female, United States  
150196,380779153,Nancy A. Collins,female, United States  
150198,450610101,Nancy A. Collins,female, United States  
150200,451454324,Nancy A. Collins,female, United States  
150202,1588468445,Nancy A. Collins,female, United States  
150204,812524314,Madeleine E. Robins,female, United States  
150205,425169383,Madeleine E. Robins,female, United States  
150206,60616628,John Dominic Crossan,male,Ireland    
150207,60614803,John Dominic Crossan,male,Ireland    
150208,60616598,John Dominic Crossan,male,Ireland    
150209,006061661X,John Dominic Crossan,male,Ireland    
150210,60699744,John Dominic Crossan,male,Ireland    
150211,60616296,John Dominic Crossan,male,Ireland    
150212,374203113,Dale Peck,male, United States    
150213,60975881,Dale Peck,male, United States    
150214,688168418,Dale Peck,male, United States    
150215,374222711,Dale Peck,male, United States    
150216,067100347X,Dale Peck,male, United States    
150217,448405202,Watty Piper,male,  
150221,448400715,Watty Piper,male,  
150225,044841970X,Watty Piper,male,  
150229,448190788,Watty Piper,male,  
150233,448424827,Watty Piper,male,  
150237,044842004X,Watty Piper,male,  
150241,448401010,Watty Piper,male,  
150245,448419734,Watty Piper,male,  
150249,448473739,Watty Piper,male,  
150253,448410966,Watty Piper,male,  
150257,448418428,Watty Piper,male,  
150261,373441878,Stephanie Rowe,female,  
150264,670867330,Ezra Jack Keats,male, United States    
150266,590030310,Ezra Jack Keats,male, United States    
150268,140501827,Ezra Jack Keats,male, United States    
150270,590078208,Ezra Jack Keats,male, United States    
150272,689711573,Ezra Jack Keats,male, United States    
150274,20441207,Ezra Jack Keats,male, United States    
150276,590757601,Ezra Jack Keats,male, United States    
150278,068971159X,Ezra Jack Keats,male, United States    
150280,670654000,Ezra Jack Keats,male, United States    
150282,27495108,Ezra Jack Keats,male, United States    
150284,694006513,Bruce Degen,male, United States    
150285,60214163,Bruce Degen,male, United States    
150286,590441566,Bruce Degen,male, United States    
150287,60284153,Bruce Degen,male, United States    
150291,067166154X,William Steig,male, United States    
150297,1575056178,William Steig,male, United States    
150300,879235268,William Steig,male, United States    
150303,60295554,William Steig,male, United States    
150309,140502297,William Steig,male, United States    
150312,671666894,William Steig,male, United States    
150315,671662694,William Steig,male, United States    
150318,590414623,William Steig,male, United States    
150324,067165022X,William Steig,male, United States    
150336,60527544,William Steig,male, United States    
150339,037376510X,Laura Wright,male,  
150342,373764510,Laura Wright,male,  
150345,373764820,Laura Wright,male,  
150348,373764928,Laura Wright,male,  
150351,373765827,Laura Wright,male,  
150354,1558583564,Marcus Pfister,male,Switzerland    
150356,735812322,Marcus Pfister,male,Switzerland    
150358,735814546,Marcus Pfister,male,Switzerland    
150360,1558585362,Marcus Pfister,male,Switzerland    
150362,1558580093,Marcus Pfister,male,Switzerland    
150364,059051153X,Marcus Pfister,male,Switzerland    
150366,590698222,Marcus Pfister,male,Switzerland    
150368,735812993,Marcus Pfister,male,Switzerland    
150370,1558586822,Marcus Pfister,male,Switzerland    
150372,1558582037,Marcus Pfister,male,Switzerland    
150374,1558586903,Marcus Pfister,male,Switzerland    
150376,735813701,Marcus Pfister,male,Switzerland    
150378,812930304,Sally Bedell Smith,male,   United States  
150379,451201086,Sally Bedell Smith,male,   United States  
150380,689830394,Kay Thompson,male, United States    
150381,689839901,Kay Thompson,male, United States    
150382,067122350X,Kay Thompson,male, United States    
150383,689827032,Kay Thompson,male, United States    
150384,689810059,Cynthia Rylant,female, United States    
150386,059084783X,Cynthia Rylant,female, United States    
150388,590907174,Cynthia Rylant,female, United States    
150390,590417010,Cynthia Rylant,female, United States    
150392,590543318,Cynthia Rylant,female, United States    
