,ISBN,bookTitle,book_average_rating
159835,446692867,English as a Second Language,3.57
159837,553270036,The Cage,4.07
159839,068981321X,The Cage,4.07
159841,140343679,To Life,4.07
159843,671635174,BASIL BAKER ST MINSTREL,3.92
159844,553348884,Anatole and the Piano (Little Rooster),3.92
159845,553348701,Anatole,3.92
159846,679437649,Strange Beauty: Murray Gell-Mann and the Revolution in Twentieth-Century Physics,3.68
159847,874772753,Architects of Fear: Conspiracy Theories and Paranoia in American Politics,3.68
159848,394583485,In the Palaces of Memory: How We Build the Worlds Inside Our Heads,3.68
159849,1591823382,Gravitation (Gravitation),3.77
159850,1591823390,Gravitation (Gravitation),3.77
159851,553483102,On the Edge: Four True Stories of Extreme Outdoor Sports Adventures (Sports Illustrated for Kids),4.07
159852,743400682,Farther Than Any Man : The Rise and Fall of Captain James Cook,4.07
159853,836828968,Schnitzel Von Krumm Forget-Me-Not (Gold Star First Readers),4.29
159854,836827848,Slinky Malinki (Gold Star First Readers),4.29
159855,140545506,Hairy Maclary's Showbusiness,4.29
159856,140207341,The Divided Self (Pelican S.),4.08
159858,1400042305,Stalin : The Court of the Red Tsar,4.0
159859,375754822,American Fictions (Modern Library (Paperback)),3.77
159860,940322722,Sleepless Nights (New York Review Books Classics),3.77
159861,679601503,The Decline and Fall of the Roman Empire (Vol III (Modern Library)),3.97
159862,140431896,The Decline and Fall of the Roman Empire: An Abridged Version (Penguin Classics),3.97
159863,140437649,The History of the Decline and Fall of the Roman Empire (Penguin Classics),3.97
159864,140432175,Memoirs of My Life (Penguin Classics),3.97
159865,3821844973,Verfall und Untergang des RÃ?Â¶mischen Reiches. Die Andere Bibliothek - Erfolgsausgabe,3.97
159866,880292059,Kabbalah (Dorset Press Reprint Series),4.26
159867,805210342,Zohar: The Book of Splendor : Basic Readings from the Kabbalah,4.26
159868,452010071,Kabbalah,4.26
159869,805210423,Major Trends in Jewish Mysticism,4.26
159870,802851940,The Great Stone Face: A Tale by Nathanial Hawthorne,4.07
159872,60964316,A Short History of Reconstruction,4.11
159874,195021827,Tom Paine and Revolutionary America,4.11
159876,807111899,Nothing but Freedom: Emancipation and Its Legacy (Walter Lynwood Fleming Lectures in Southern History (Paperback)),4.11
159878,744590558,Stoner and Spaz,3.42
159879,803253710,The Country Wife (Regents Restoration Drama Ser.),3.36
159880,393900630,Country Wife (New Mermaids),3.36
159881,394846974,Landing of the Pilgrims (Landmark Books),3.57
159882,1569310963,Nausicaa of the Valley of Wind : Perfect Collection (Vol 1),4.45
159885,355177045X,Spirited Away 05. Chihiros Reise ins Zauberland,4.45
159888,3551770441,Spirited Away 04. Chihiros Reise ins Zauberland,4.45
159891,3551770433,Spirited Away 03. Chihiros Reise ins Zauberland,4.45
159894,3551770425,Spirited Away 02. Chihiros Reise ins Zauberland,4.45
159897,3551770417,Spirited Away 01. Chihiros Reise ins Zauberland,4.45
159900,1569311110,Nausicaa of the Valley of Wind : Perfect Collection (Vol 3),4.45
159903,1569310874,Nausicaa of the Valley of Wind : Perfect Collection (Vol 2),4.45
159906,879514256,Titus Groan (Gormenghast Trilogy),3.99
159910,345235185,Titus Groan,3.99
159914,8445074563,Titus Groan,3.99
159918,486232522,Une Semaine De BontÂ±E: A Surrealistic Novel in Collage,4.21
159919,140435905,The Golden Ass: Or Metamorphoses (Penguin Classics),3.88
159920,670875708,The Measure of Our Days: New Beginnings at Life's End,3.91
159921,014026972X,The Measure of Our Days: A Spiritual Exploration of Illness,3.91
159922,879239638,The Nose,3.99
159925,2290328480,Le journal d'un fou,3.99
159928,1566890977,Summit Avenue,3.93
159930,66620694,The Innovator's Dilemma: The Revolutionary National Bestseller That Changed The Way We Do Business,3.98
159932,60509120,The Last Chance Texaco,3.94
159934,60012218,Geography Club,3.94
159936,60541385,The Key to the Golden Firebird,3.88
159941,892833653,On camera and off the story of my life,4.26
159942,553200909,Little Britches,4.29
159943,803281951,Man of the Family,4.29
159944,803282109,The Home Ranch,4.29
159945,803281781,Little Britches: Father and I Were Ranchers,4.29
159946,803282117,Mary Emma &amp; Company,4.29
159947,760754306,Come on Seabiscuit!,4.29
159948,899668313,The Fields of Home,4.29
159949,520009290,Sir Isaac Newton's Mathematical Principles of Natural Philosophy and His System of the World: The System of the World,4.22
159952,520009282,Principia : Vol. 1 The Motion of Bodies,4.22
159955,520088174,The Principia : Mathematical Principles of Natural Philosophy,4.22
159958,806505362,The Ethics of Spinoza: The Road to Inner Freedom,4.04
159959,684833247,CO AYTCH,4.12
159960,1580630790,The New Prince: Machiavelli Updated for the Twenty-First Century,3.56
159962,60736682,Rewriting History,3.56
159964,1400082773,Dreams from My Father : A Story of Race and Inheritance,3.73
159966,679743138,Black Power: The Politics of Liberation in America,4.28
159967,813113725,River of Earth,4.01
159968,813109655,Sporty Creek,4.01
159969,345287223,Topper,3.86
159970,345287274,Rain in the Doorway,3.86
159971,345287266,Night Life of the Gods,3.86
159972,345287258,Turnabout,3.86
159973,034528724X,The Stray Lamb,3.86
159974,451623207,Democracy in America,4.01
159976,226805360,Democracy in America,4.01
159978,2080703544,De la democratie en amerique 2,4.01
159980,385092601,The Old Regime and the French Revolution,4.01
159982,899668186,The Old Man and the Boy,4.29
159983,9997413083,Uhuru: A Novel of Africa Today,4.29
159984,1859846947,In Search of Fatima: A Palestinian Story,3.78
159985,192816454,Vathek (The World's Classics),3.3
159986,802130704,The Complete Plays (Black Cat Book),3.98
159987,1567921051,Borstal Boy,3.98
159988,413311902,The Hostage (Methuen Modern Plays),3.98
159989,312872097,The Standing Dead: Book Two of the Stone Dance of the Chameleon,3.54
159990,1883523427,The Elegant Gathering of White Snows,3.42
159991,688094597,A Quick Kiss of Redemption and Other Stories: &amp; Other Stories,3.52
159992,440168414,The Passing Bells,3.79
159993,340396474,A Future Arrived,3.79
159994,872235181,Passing-Bells,3.79
159995,440113202,Circles of Time,3.79
159996,747278342,1915 the Death of Innocence,4.24
159997,966940008,Out Of The Darkness: The Story of Mary Ellen Wilson,4.66
159998,971816425,Oriental Odyssey III: Travel Adventures in Kurdistan,4.14
160000,515089761,Ashes to Gold,3.69
160002,375714324,Schooling,3.17
160003,385501382,Schooling,3.17
160004,393318869,What the Living Do: Poems,4.3
160005,044632342X,The Pendragon,3.96
160006,500016933,The True History of Chocolate,3.8
160007,500282293,The True History of Chocolate,3.8
160008,838577016,Principles of Neural Science,4.23
160010,2264027347,Les infortunes de la vertu,3.14
160013,2253007153,Justine,3.14
160016,965208281,Justine (Justine),3.14
160019,1590710118,Eagle in the Snow,4.11
160020,380733021,All Alone in the Universe,3.34
160022,679781048,Mothers of Invention: Women of the Slaveholding South in the American Civil War,3.95
160023,807112488,James Henry Hammond and the Old South: A Design for Mastery (Southern Biography Series),3.95
160024,1555176798,Surrounded by Strangers,3.87
160025,1555174736,Earning Eternity,3.87
160026,891097333,The Masculine Journey: Understanding the Six Stages of Manhood (A Promise Keepers study guide),3.76
160028,898704529,Christianity for Modern Pagans: Pascal's Pensees,4.22
160029,892832177,Yes or no?: Straight answers to tough questions about Christianity,4.22
160030,892832193,Making Sense Out of Suffering,4.22
160031,830823166,How to Win the Culture War: A Christian Battle Plan for a Society in Crisis,4.22
160032,089870300X,A Summa of the Summa: The Essential Philosophical Passages of st Thomas Aquinas Summa Theologica Edited and Explained for Beginners,4.22
160033,830816828,The Journey: A Spiritual Roadmap for Modern Pilgrims,4.22
160034,877849226,Best Things in Life,4.22
160035,1591826055,Fruits Basket (Fruits Basket),4.54
160039,1591826047,Fruits Basket (Fruits Basket),4.54
160043,1591826039,Fruits Basket (Book 1),4.54
160047,1591161193,Vagabond (Vagabond),4.37
160048,803726066,Double Helix,3.64
160053,803726058,Black Mirror,3.64
160058,385327005,Locked Inside,3.64
160063,749725923,A Homecoming for Kezzie,3.85
160064,749725974,Best of Friends,3.85
160065,754062228,The Dream Master,3.85
160066,385600089,Noughts and Crosses,4.23
160068,014131303X,Forbidden Game,4.23
160070,552528390,A.N.T.I.D.O.T.E.,4.23
160072,525472347,Guitar Girl,3.95
160075,1404354077,Under Fire,3.81
160076,1892295024,Laughter: An Essay on the Meaning of the Comic (Green Integer Books),4.08
160077,486417670,Time and Free Will: An Essay on the Immediate Data of Consciousness,4.08
160078,806523263,The Creative Mind: An Introduction to Metaphysics,4.08
160079,517033933,Dried Flowers : The Miniature Book of Dried Flowers,3.41
160080,517033925,Flowers As Food : The Miniature Book of Flowers as Food,3.41
160081,9502801679,Para Estar Siempre Bien,3.72
160082,1578660750,I'm Ok - You're Ok: A Practical Guide to Transactional Analysis,3.72
160083,460875116,Collected Plays and Poems and The Aran Islands (Everyman Paperback,3.68
160084,812570081,Octagonal Raven,3.85
160087,8470308912,Fuente Ovejuna: El Caballero de Olmedo (Clasicos de Biblioteca Nueva),3.52
160088,2251460020,L'art nouveau de faire les comÃ©dies (Collection Le corps Ã©loquent),3.52
160089,446380873,Enjoy Old Age,4.01
160090,807013013,The Reformation of the Sixteenth Century,4.08
160091,452011469,Here I Stand: A Life of Martin Luther,4.08
160092,312859341,Celestial Matters,3.77
160093,553099876,SKYWRITING,3.94
160094,3442354765,Der Stolz der Meere.,3.8
160095,1401202101,Lucifer : Inferno (Lucifer),3.8
160097,1401200095,Lucifer: The Divine Comedy - Book 4,3.8
160099,1840232994,The Sandman Presents: Lucifer (The Sandman),3.8
160101,1570649502,Pajama Sam Mission to the Moon: Mission to the Moon,4.18
160102,1883013283,Greatest Teams: The Most Dominant Powerhouses in Sports,3.76
160104,805007202,The Stories of Breece D'J Pancake,4.14
160105,316715972,The Stories of Breece D'J Pancake,4.14
160106,316690120,The Stories of Breece D'J Pancake,4.14
160107,1589633431,And Quiet Flows the Don (And Quiet Flows the Don),4.05
160109,786883146,Everyday Blessings: The Inner Work of Mindful Parenting,4.12
160112,074991422X,Mindfulness Meditation for Everyday Life,4.12
160115,786816414,The Body of Christopher Creed,4.04
160118,152023887,The Body of Christopher Creed,4.04
160121,152168133,What Happened to Lani Garver,4.04
160124,440170591,Parlor Games,3.8
160126,753801981,Unnatural Murder Poison At the Court Of,3.71
160127,312081839,Elizabeth I,3.71
160128,1880656310,The Broken Bridge: Fiction from Expatriates in Literary Japan,3.71
160129,553262165,Farewell to Manzanar: A True Story of Japanese American Experience During and After the World War II Internment,3.57
160132,758204558,The Legend of Fire Horse Woman,3.57
160135,1593070942,Hellboy: Seed of Destruction (Hellboy),4.11
160138,373038186,The Wedding Contract (Romance),3.58
160139,373038100,The Tycoon's Dating Deal (Romance),3.58
160140,1857990358,The busconductor Hines,3.57
160141,393317773,Busted Scotch: Selected Stories,3.57
160142,393040720,Busted Scotch: Selected Stories,3.57
160143,393321509,Why Moths Hate Thomas Edison: And Other Urgent Inquiries into the Odd Nature of Nature (Outside Books),4.19
160145,60664495,The Words of My Perfect Teacher/Kunzang Lama'i Shelung (Sacred Literature),4.39
160146,786811595,Thunder Cave,4.05
160147,786813342,Sasquatch,4.05
160148,786814403,Zach's Lie,4.05
160149,096664591X,Will Work For Peace: New Political Poems,4.48
160150,393954781,The Norton Anthology of English Literature (Norton Anthology of English Literature (Hardcover)),4.23
160151,393954722,The Norton Anthology of English Literature,4.23
160152,393954765,The Norton Anthology of English Literature,4.23
160153,140016961,Seven Pillars of Wisdom (Penguin Modern Classics),4.01
160155,880707259,Treasure (A Palisades Contemporary Romance),4.25
160159,880709537,Firestorm (Palisades Pure Romance),4.25
160163,842335803,Letters of the Heart (HeartQuest Anthologies),4.25
160167,1929998368,Jingle Belle's Cool Yule,4.46
160168,823077179,Batman Beyond: Return of The Joker,4.46
160169,1563892553,Stuck Rubber Baby,4.01
160170,1560970529,Early Barefootz,4.01
160171,192999818X,The Adventures of Barry Ween Boy Genius 3,4.18
160172,1929998058,The Adventures of Barry Ween: Boy Genius 2.0,4.18
160173,1401202004,Green Arrow: Straight Shooter (Green Arrow (Graphic Novels)),4.18
160174,019516573X,Writing Alone and With Others,4.19
160175,195165721,Writing Alone &amp; With Others,4.19
160176,445041927,Speedboat,3.86
160177,60971436,Speedboat,3.86
160178,60971444,Pitch Dark,3.86
160179,306804646,From Manassas to Appomattox: Memoirs of the Civil War in America,3.92
160180,943151074,Fun With Milk &amp; Cheese,4.15
160181,671750615,The Man Who Knew Infinity: A Life of the Genius Ramanujan,4.16
160182,670864021,The One Best Way: Frederick Winslow Taylor and the Enigma of Efficiency (Sloan Technology Series),4.16
160183,792272269,Our Country's Presidents,3.83
160184,743458346,Norstrilia,4.15
160185,081121091X,Soulstorm,3.98
160186,8478446850,La Manzana En La Oscuridad,3.98
160187,816617112,The Passion According to G.H. (Emergent Literatures),3.98
160188,1559270659,The Book : On the Taboo Against Knowing Who You Are,4.18
160190,736908196,A Man After God's Own Heart,4.6
160191,553378961,Rapture,3.91
160194,28640683,Novel Ideas: Contemporary Authors,3.92
160195,595191304,Desert Sons,4.02
160196,931659051,Coyote in the Mountains and Other Stories,3.92
160197,375422072,Traplines: Coming Home to Sawtooth Valley,3.92
160198,60005688,The Paradox of Choice: Why More Is Less,3.84
160199,671535331,NEWTISMS: THE WIT AND WISDOM OF NEWT GINGRICH : THE WIT AND WISDOM OF NEWT GINGRICH,3.93
160200,385484917,Buffett: The Making of an American Capitalist,4.18
160201,067941584X,Buffett: The Making of an American Capitalist,4.18
160202,1865081825,White Time,3.38
160203,186448117X,Touching Earth Lightly,3.38
160204,1896597009,32 Stories: The Complete Optic Nerve Mini-Comics,3.63
160205,1896597572,Summer Blonde,3.63
160206,1896597122,Sleepwalk: And Other Stories,3.63
160207,140003163X,Mendocino and Other Stories,3.52
160208,811806294,Mendocino and Other Stories,3.52
160209,749922524,When This Bloody War Is Over,4.22
160210,1854876007,Giant Book of Exploration,3.95
160211,802137970,India: A History,3.95
160212,719553466,Last Post: The End of Empire in the Far East,3.95
160213,345434749,Castro's Curveball,4.56
160214,375713786,Notable American Women: A Novel,3.73
160215,1564781968,The Age of Wire and String: Stories (American Literature (Dalkey Archive)),3.73
160216,698119150,When Jeff Comes Home,3.9
160218,2020091003,Cavalerie rouge,4.24
160219,393048462,The Complete Works of Isaac Babel,4.24
160220,1563891867,The Big Book of Conspiracies (Factoid Books),4.0
160221,1563891859,Batman: Bloodstorm : The Chilling Sequel to Batman: Red Rain,4.0
160222,1564142248,101 Great Answers to the the Toughest Financial Questions,4.88
160223,879232374,On Being Blue: A Philosophical Inquiry,3.93
160224,465026206,Cartesian Sonata: And Other Novellas,3.93
160225,465026222,Reading Rilke: Reflections on the Problems of Translation,3.93
160226,60925523,Gift Nobody Wants Inspiring Story of A,4.39
160227,1591162491,Rurouni Kenshin (Rurouni Kenshin (Graphic Novels)),4.32
160229,1591162203,Rurouni Kenshin (Rurouni Kenshin (Graphic Novels)),4.32
160234,889952337,The Dollmage (Northern Lights Young Novels),3.88
160238,689870426,The Princess &amp; the Pauper,3.93
160243,689866682,Royally Jacked,3.09
160244,553140779,Freeze!: How You Can Prevent Nuclear War,3.99
160245,8441409099,Muerte En El Barranco de Las Brujas,3.93
160246,3453197917,Zauberschule der Neuen Hexen. SprÃ?Â¼che und BeschwÃ?Â¶rungen.,3.93
160247,8477209979,Como Preparar Un Caldero Magico,3.93
160248,451150066,Von Ryan's Express,3.95
160249,743436849,The Queen of Everything,3.69
160252,689871155,The Queen of Everything,3.69
160255,860251225,A time to kill,3.95
160256,140019626,Watcher in the Shadows,3.95
160257,765340372,For Love or Country,3.86
160262,068486813X,The Breach : Inside the Impeachment and Trial of William Jefferson Clinton,4.06
