,ISBN,bookTitle,yearOfPublication,publisher
160013,2253007153,Justine,1973,LGF
160016,965208281,Justine (Justine),1993,Book of the Month Club with Grove/Atlan
160019,1590710118,Eagle in the Snow,2003,Rugged Land
160020,380733021,All Alone in the Universe,2001,HarperTrophy
160022,679781048,Mothers of Invention: Women of the Slaveholding South in the American Civil War,1997,Vintage Books USA
160023,807112488,James Henry Hammond and the Old South: A Design for Mastery (Southern Biography Series),1985,Louisiana State University Press
160024,1555176798,Surrounded by Strangers,2003,Bonneville Books
160025,1555174736,Earning Eternity,2000,Bonneville Books
160026,891097333,The Masculine Journey: Understanding the Six Stages of Manhood (A Promise Keepers study guide),1993,Navpress
160028,898704529,Christianity for Modern Pagans: Pascal's Pensees,1993,Ignatius Press
160029,892832177,Yes or no?: Straight answers to tough questions about Christianity,1984,Servant Books
160030,892832193,Making Sense Out of Suffering,1986,Servant Ministries
160031,830823166,How to Win the Culture War: A Christian Battle Plan for a Society in Crisis,2002,InterVarsity Press
160032,089870300X,A Summa of the Summa: The Essential Philosophical Passages of st Thomas Aquinas Summa Theologica Edited and Explained for Beginners,1990,Ignatius Press
160033,830816828,The Journey: A Spiritual Roadmap for Modern Pilgrims,1996,InterVarsity Press
160034,877849226,Best Things in Life,1984.0,InterVarsity Press
160035,1591826055,Fruits Basket (Fruits Basket),2004,TokyoPop
160039,1591826047,Fruits Basket (Fruits Basket),2004,TokyoPop
160043,1591826039,Fruits Basket (Book 1),2004,Tokyopop
160047,1591161193,Vagabond (Vagabond),2003,VIZ LLC
160048,803726066,Double Helix,2004,Dial Books
160053,803726058,Black Mirror,2001,Dial Books
160058,385327005,Locked Inside,2000,Delacorte Bfyr
160063,749725923,A Homecoming for Kezzie,1996,Egmont Childrens Books
160064,749725974,Best of Friends,1997,Egmont Childrens Books
160065,754062228,The Dream Master,2000,Chivers Audio Books
160066,385600089,Noughts and Crosses,2001,Doubleday
160068,014131303X,Forbidden Game,2001,Puffin Books
160070,552528390,A.N.T.I.D.O.T.E.,1997,Corgi Childrens
160072,525472347,Guitar Girl,2004,Dutton Children's Books
160075,1404354077,Under Fire,2003,Indypublish.Com
160076,1892295024,Laughter: An Essay on the Meaning of the Comic (Green Integer Books),1999,Green Integer
160077,486417670,Time and Free Will: An Essay on the Immediate Data of Consciousness,2001,Dover Publications
160078,806523263,The Creative Mind: An Introduction to Metaphysics,2002,Citadel Press
160079,517033933,Dried Flowers : The Miniature Book of Dried Flowers,1991,Gramercy
160080,517033925,Flowers As Food : The Miniature Book of Flowers as Food,1991,Gramercy
160081,9502801679,Para Estar Siempre Bien,1991,Grijalbo
160082,1578660750,I'm Ok - You're Ok: A Practical Guide to Transactional Analysis,1999,Galahad Books
160083,460875116,Collected Plays and Poems and The Aran Islands (Everyman Paperback,1996,Tuttle Publishing
160084,812570081,Octagonal Raven,2002,Tor Science Fiction
160087,8470308912,Fuente Ovejuna: El Caballero de Olmedo (Clasicos de Biblioteca Nueva),2002,Biblioteca Nueva
160088,2251460020,L'art nouveau de faire les comÃ©dies (Collection Le corps Ã©loquent),1992,Belles lettres
160089,446380873,Enjoy Old Age,1985,Warner Books
160090,807013013,The Reformation of the Sixteenth Century,1985,Beacon Press
160091,452011469,Here I Stand: A Life of Martin Luther,1995,Plume Books
160092,312859341,Celestial Matters,1996,St Martins Pr
160093,553099876,SKYWRITING,1995,Bantam
160094,3442354765,Der Stolz der Meere.,2001,Goldmann
160095,1401202101,Lucifer : Inferno (Lucifer),2004,DC Comics
160097,1401200095,Lucifer: The Divine Comedy - Book 4,2003,DC Comics
160099,1840232994,The Sandman Presents: Lucifer (The Sandman),2001,Titan Books
160101,1570649502,Pajama Sam Mission to the Moon: Mission to the Moon,2000,Lyrick Publishing
160102,1883013283,Greatest Teams: The Most Dominant Powerhouses in Sports,1998,Time-Life Books
160104,805007202,The Stories of Breece D'J Pancake,1984,Henry Holt  Co
160105,316715972,The Stories of Breece D'J Pancake,2002,Back Bay Books
160106,316690120,The Stories of Breece D'J Pancake,1983.0,Little Brown  Co
160107,1589633431,And Quiet Flows the Don (And Quiet Flows the Don),2001,Fredonia Books (NL)
160109,786883146,Everyday Blessings: The Inner Work of Mindful Parenting,1998,Hyperion
160112,074991422X,Mindfulness Meditation for Everyday Life,1994,Judy Piatkus Publishers Ltd
160115,786816414,The Body of Christopher Creed,2001,Volo
160118,152023887,The Body of Christopher Creed,2000,Harcourt Children's Books
160121,152168133,What Happened to Lani Garver,2002,Harcourt Children's Books
160124,440170591,Parlor Games,1980,Dell Publishing
160126,753801981,Unnatural Murder Poison At the Court Of,0,Phoenix Books
160127,312081839,Elizabeth I,1992,St. Martin's Griffin
160128,1880656310,The Broken Bridge: Fiction from Expatriates in Literary Japan,1997,Stone Bridge Press
160129,553262165,Farewell to Manzanar: A True Story of Japanese American Experience During and After the World War II Internment,1986,Bantam Books
160132,758204558,The Legend of Fire Horse Woman,2003,Kensington Publishing Corporation
160135,1593070942,Hellboy: Seed of Destruction (Hellboy),2004,Dark Horse Comics
160138,373038186,The Wedding Contract (Romance),2004,Harlequin
160139,373038100,The Tycoon's Dating Deal (Romance),2004,Harlequin
160140,1857990358,The busconductor Hines,1992,Phoenix
160141,393317773,Busted Scotch: Selected Stories,1998,W. W. Norton  Company
160142,393040720,Busted Scotch: Selected Stories,1997,W W Norton  Co Inc
160143,393321509,Why Moths Hate Thomas Edison: And Other Urgent Inquiries into the Odd Nature of Nature (Outside Books),2001,W.W. Norton  Company
160145,60664495,The Words of My Perfect Teacher/Kunzang Lama'i Shelung (Sacred Literature),1994,HarperCollins
160146,786811595,Thunder Cave,1997,Hyperion Books for Children
160147,786813342,Sasquatch,1999,Hyperion Books for Children
160148,786814403,Zach's Lie,2003,Hyperion Books for Children
160149,096664591X,Will Work For Peace: New Political Poems,0,Zeropanik Press
160150,393954781,The Norton Anthology of English Literature (Norton Anthology of English Literature (Hardcover)),1986,W.W. Norton  Company Ltd
160151,393954722,The Norton Anthology of English Literature,1986,W.W. Norton  Company Ltd
160152,393954765,The Norton Anthology of English Literature,1979,W.W. Norton  Company Ltd
160153,140016961,Seven Pillars of Wisdom (Penguin Modern Classics),1976,Penguin Books Ltd
160155,880707259,Treasure (A Palisades Contemporary Romance),1994,Multnomah Pub
160159,880709537,Firestorm (Palisades Pure Romance),1996,Multnomah Pub
160163,842335803,Letters of the Heart (HeartQuest Anthologies),2002,Tyndale House Publishers
160167,1929998368,Jingle Belle's Cool Yule,2002,Oni Press
160168,823077179,Batman Beyond: Return of The Joker,2000,Watson-Guptill Publications
160169,1563892553,Stuck Rubber Baby,2000,DC Comics
160170,1560970529,Early Barefootz,1990,Fantagraphics Books
160171,192999818X,The Adventures of Barry Ween Boy Genius 3,2001,Oni Press
160172,1929998058,The Adventures of Barry Ween: Boy Genius 2.0,2000,Oni Press
160173,1401202004,Green Arrow: Straight Shooter (Green Arrow (Graphic Novels)),2004,DC Comics
160174,019516573X,Writing Alone and With Others,2003,Oxford University Press
160175,195165721,Writing Alone &amp; With Others,2003,Oxford University Press
160176,445041927,Speedboat,1978,Warner Books
160177,60971436,Speedboat,1988,Harpercollins
160178,60971444,Pitch Dark,1988,Perennial (HarperCollins)
160179,306804646,From Manassas to Appomattox: Memoirs of the Civil War in America,1992,Da Capo Press
160180,943151074,Fun With Milk &amp; Cheese,1997,SLG Publishing
160181,671750615,The Man Who Knew Infinity: A Life of the Genius Ramanujan,1991,Washington Square Press
160182,670864021,The One Best Way: Frederick Winslow Taylor and the Enigma of Efficiency (Sloan Technology Series),1997,Viking Books
160183,792272269,Our Country's Presidents,2001,National Geographic
160184,743458346,Norstrilia,2003,I Books
160185,081121091X,Soulstorm,1989,New Directions Publishing Corporation
160186,8478446850,La Manzana En La Oscuridad,2003,Siruela
160187,816617112,The Passion According to G.H. (Emergent Literatures),1988,Univ of Minnesota Pr
160188,1559270659,The Book : On the Taboo Against Knowing Who You Are,1990,Audio Renaissance
160190,736908196,A Man After God's Own Heart,2002,Harvest House Publishers
160191,553378961,Rapture,1997,Bantam
160194,28640683,Novel Ideas: Contemporary Authors,2001,Alpha Books
160195,595191304,Desert Sons,2001,iUniverse
160196,931659051,Coyote in the Mountains and Other Stories,1989,Limberlost Press
160197,375422072,Traplines: Coming Home to Sawtooth Valley,2003,Pantheon Books
160198,60005688,The Paradox of Choice: Why More Is Less,2004,Ecco
160199,671535331,NEWTISMS: THE WIT AND WISDOM OF NEWT GINGRICH : THE WIT AND WISDOM OF NEWT GINGRICH,1995,Pocket
160200,385484917,Buffett: The Making of an American Capitalist,1996,Main Street Books
160201,067941584X,Buffett: The Making of an American Capitalist,1995,Random House
160202,1865081825,White Time,2001,Allen  Unwin (Australia) Pty Ltd
160203,186448117X,Touching Earth Lightly,1997,Allen  Unwin (Australia) Pty Ltd
160204,1896597009,32 Stories: The Complete Optic Nerve Mini-Comics,1998,Drawn  Quarterly
160205,1896597572,Summer Blonde,2003,Drawn  Quarterly
160206,1896597122,Sleepwalk: And Other Stories,1998,Drawn  Quarterly
160207,140003163X,Mendocino and Other Stories,2003,Vintage Books USA
160208,811806294,Mendocino and Other Stories,1994,Chronicle Books Llc
160209,749922524,When This Bloody War Is Over,2001,Piatkus Books
160210,1854876007,Giant Book of Exploration,0,London Bridge
160211,802137970,India: A History,2001.0,Grove Press
160212,719553466,Last Post: The End of Empire in the Far East,1997.0,John Murray General Publishing Division
160213,345434749,Castro's Curveball,2000,Ballantine Books
160214,375713786,Notable American Women: A Novel,2002,Vintage Books USA
160215,1564781968,The Age of Wire and String: Stories (American Literature (Dalkey Archive)),1998,Dalkey Archive Press
160216,698119150,When Jeff Comes Home,2001,G. P. Putnam's Sons
160218,2020091003,Cavalerie rouge,1986,Seuil
160219,393048462,The Complete Works of Isaac Babel,2001,W.W. Norton  Company
160220,1563891867,The Big Book of Conspiracies (Factoid Books),1995,Paradox Press
160221,1563891859,Batman: Bloodstorm : The Chilling Sequel to Batman: Red Rain,1995,DC Comics
160222,1564142248,101 Great Answers to the the Toughest Financial Questions,1996,Career Pr Inc
160223,879232374,On Being Blue: A Philosophical Inquiry,1991,David R. Godine Publisher
160224,465026206,Cartesian Sonata: And Other Novellas,2000,Basic Books
160225,465026222,Reading Rilke: Reflections on the Problems of Translation,2000,Basic Books
160226,60925523,Gift Nobody Wants Inspiring Story of A,1995,HarperCollins
160227,1591162491,Rurouni Kenshin (Rurouni Kenshin (Graphic Novels)),2003,Viz Communications
160229,1591162203,Rurouni Kenshin (Rurouni Kenshin (Graphic Novels)),2003,Viz Communications
160234,889952337,The Dollmage (Northern Lights Young Novels),2002,Red Deer Press
160238,689870426,The Princess &amp; the Pauper,2004,Simon Pulse
160243,689866682,Royally Jacked,2004,Simon Pulse
160244,553140779,Freeze!: How You Can Prevent Nuclear War,1982,Bantam Books
160245,8441409099,Muerte En El Barranco de Las Brujas,2001,Edaf
160246,3453197917,Zauberschule der Neuen Hexen. SprÃ?Â¼che und BeschwÃ?Â¶rungen.,2002,Heyne
160247,8477209979,Como Preparar Un Caldero Magico,2003,Obelisco
160248,451150066,Von Ryan's Express,1987,New Amer Library (Mm)
160249,743436849,The Queen of Everything,2002,Simon Pulse
160252,689871155,The Queen of Everything,2004,Simon Pulse
160255,860251225,A time to kill,1977,I. Henry Publications
160256,140019626,Watcher in the Shadows,1977,Penguin USA
160257,765340372,For Love or Country,2002,Forge Books
160262,068486813X,The Breach : Inside the Impeachment and Trial of William Jefferson Clinton,2000,Scribner
160263,62511734,Now Zen (Little Books of Wisdom),1995,HarperCollins
160265,62502565,Nothing special: Living Zen,1993,Harper San Francisco
160266,043938950X,Getting The Girl,2004,Push
160271,440228360,The Watsons Go to Birmingham 1963: A Novel (Yearling Newbery),1999,Yearling Books
160273,3499208946,Die Watsons fahren nach Birmingham - 1963. ( Ab 12 J.).,1998,Rowohlt Tb.
160275,044022800X,The Watsons Go to Birmingham 1963,2001.0,Random House Childrens Books
160277,830822739,Habits of the Mind: Intellectual Life As a Christian Calling,2000,InterVarsity Press
160278,752838199,River Cross My Heart (Oprah's Book Club),2000,Orion mass market paperback
160279,738703915,Blue Is for Nightmares,2003,Llewellyn Publications
160285,345434900,The Real James Herriot: A Memoir of My Father,2001,Ballantine Books
160286,1852427418,Nineteen Seventy Four (A Five Star Title),2000,Serpent's Tail
160287,140501800,In the Forest,1976,Puffin Books
160288,140183507,Eminent Victorians (Penguin Twentieth-Century Classics),1987,Penguin Books
160289,151756953,Queen Victoria (Hbj Modern Classics),1989,Harcourt
160290,3423200553,Die Abenteuer des RÃ?Â¶de Orm.,1997,Dtv
160291,1841491470,Spiral,2003,Orbit
160292,60801328,Andrew Jackson,1969,Perennial
160293,067003083X,Joseph Smith (Penguin Lives),2002,Viking Books
160294,393310884,Henry Clay: Statesman for the Union,1993,W. W. Norton  Company
160295,399239901,Fat Kid Rules the World,2003,Putnam Publishing Group
160296,436096013,Clochemerle-Babylon,1955,Vintage/Ebury (A Division of Random House Group)
160297,962593393X,The Food of Australia: Contemporary Recipes from Australia's Leading Chefs (Periplus World Food Series),1999,Periplus Editions
160298,670879584,The Tuscan Cookbook,1999,Viking Australia
160299,670863734,The Cook's Companion,1998,Viking Australia
160300,312112556,Covert Culture Sourcebook 2.0,1994,St Martins Pr
160303,345367383,Fliegelman's Desire (Repr),1990,Ballantine Books
160304,195068521,In My Father's House: Africa in the Philosophy of Culture,1993,Oxford University Press
160305,965746410,Thinking it Through: An Introduction to Contemporary Philosophy,2003.0,Oxford
160308,156005662,How to Read a Poem: And Fall in Love with Poetry,2000,Harvest Books
160309,375702601,On Love: Poems,2000,Alfred A. Knopf
160310,151004196,How to Read a Poem: And Fall in Love with Poetry,1999,Harcourt
160311,374523509,Omeros,1992,Noonday Press
160312,374523878,The Odyssey : A Stage Version,1993,Noonday Press
160313,3446151982,Das KÃ?Â¶nigreich des Sternapfels.,1989,Carl Hanser
160314,043925051X,Because of Winn-Dixie,2000,Scholastic
160318,763607762,Because of Winn-Dixie (Newbery Honor Book),2000,Candlewick Press (MA)
160322,877847088,Death in the City,1973,Inter-Varsity Press
160324,891072926,How Should We Then Live? The Rise and Decline of Western Thought and Culture,1983.0,Crossway Books
160326,525304002,Gay-Neck: The Story of a Pigeon,1968,Dutton Books
160327,811201325,Collected Poems of Wilfred Owen (New Directions Book),1965,New Directions Publishing Corporation
160328,195146905,The Strange Career of Jim Crow,2001,Oxford University Press
160330,195146891,The Strange Career of Jim Crow,2001,Oxford University Press
160332,1582347662,The Cramp Twins: Swamp Fever (Cramp Twins),2002,Bloomsbury USA Children's Books
160333,967684749,Channel Zero,2000,AIT-Planet Lar
160334,452260612,Straight Talk About Drinking: Teenagers Speak Out About Alcohol,1988,Penguin USA
160335,688112730,The Glory of Their Times : The Story of Baseball Told By the Men Who Played It,1992,Perennial Currents
160336,199110115,Faerie Queene (Book 1),1966,Oxford Univ Pr
